公司代碼,公司名稱,年月,年,設立年,ROA(A)稅後息前%,淨值/資產,淨值/資產/100,ROA標準差,Z-score,資產總額,ln資產總額,淨收益,ln淨收益,當季季底P/B,負債比率,公司年齡,董事總持股數%,經理人總持股%,是否在金融危機時期,是否在COVID時期
2892,第一金,201312,2013,2003,0.5,6.24,0.0624,0.038729833,14.52110556,2263385352,21.54012747,36466232,17.41189724,1.14,93.76,10,21.17,0.01,0,0
2892,第一金,201412,2014,2003,0.61,6.55,0.0655,0.041129876,16.42358481,2355708683,21.58010745,34186455,17.34734007,1.12,93.45,11,21.16,0.01,0,0
2892,第一金,201512,2015,2003,0.66,7.52,0.0752,0.005773503,127.3403754,2500095812,21.63959489,40848233,17.52537412,0.93,92.48,12,19.03,0.01,0,0
2892,第一金,201612,2016,2003,0.69,7.56,0.0756,0.017078251,44.82894575,2541156335,21.65588506,45090598,17.62418431,1.07,92.44,13,19.03,0.01,0,0
2892,第一金,201712,2017,2003,0.6,7.29,0.0729,0.088317609,7.619092163,2634058605,21.69179169,50827112,17.74394047,1.25,92.71,14,19.03,0.01,0,0
2892,第一金,201812,2018,2003,0.62,6.99,0.0699,0.035939764,19.19600785,2935204419,21.80004294,60248746,17.91399232,1.2,93.01,15,19,0.01,0,0
2892,第一金,201912,2019,2003,0.63,6.85,0.0685,0.021602469,32.33426698,3206767075,21.88852912,62317874,17.94775884,1.34,93.15,16,19,0.01,0,0
2892,第一金,202012,2020,2003,0.5,6.33,0.0633,0.041129876,13.69564074,3494501509,21.97445657,59568228,17.9026329,1.24,93.67,17,19,0.01,0,1
2892,第一金,202112,2021,2003,0.55,6,0.06,0.033040379,18.46225777,3739593907,22.04224286,62604429,17.95234658,1.41,94,18,18.99,0,0,1
2892,第一金,202212,2022,2003,0.52,5.39,0.0539,0.020615528,27.83823904,4157195982,22.14810664,67756394,18.03142939,1.56,94.61,19,18.99,0,0,1
2892,第一金,202312,2023,2003,0.52,5.61,0.0561,0.035939764,16.02959867,4429410318,22.2115323,67255132,18.02400389,1.5,94.39,20,18.99,0,0,0
2897,王道銀行,200612,2006,1999,0.45,20.66,0.2066,0.331511689,1.980623977,135803628,18.72672049,2801749,14.84575442,0.67,79.34,7,10.84,0.03,0,0
2897,王道銀行,200712,2007,1999,0.94,13.91,0.1391,0.387846619,2.782285436,308516461,19.54728576,5483767,15.51730283,0.67,86.09,8,11.05,0.04,1,0
2897,王道銀行,200812,2008,1999,-0.65,13.44,0.1344,0.80801712,-0.638105291,298562491,19.51448982,1612096,14.29304575,0.41,86.56,9,11.05,0.04,1,0
2897,王道銀行,200912,2009,1999,0.94,14.3,0.143,0.688833555,1.57222306,296379135,19.50715005,7061387,15.77015205,0.61,85.7,10,11.05,0.04,1,0
2897,王道銀行,201012,2010,1999,0.87,13.41,0.1341,0.180069431,5.576182443,302863206,19.5287918,5956068,15.59992109,0.72,86.59,11,13.85,0.04,0,0
2897,王道銀行,201112,2011,1999,1.26,13.01,0.1301,0.444550335,3.126979988,333027889,19.6237368,8061395,15.90259718,0.53,86.99,12,20.51,0.03,0,0
2897,王道銀行,201212,2012,1999,0.28,12.18,0.1218,0.511948891,0.78484397,348697280,19.66971471,4820963,15.38848426,0.62,87.82,13,23.38,0.03,0,0
2897,王道銀行,201312,2013,1999,0.59,10.91,0.1091,0.163299316,4.281095698,393029533,19.78939531,5955374,15.59980456,0.56,89.09,14,27.39,0.01,0,0
2897,王道銀行,201412,2014,1999,0.67,10.51,0.1051,0.046904158,16.52518752,428063500,19.87478211,6921642,15.75016358,0.57,89.49,15,27.46,0.01,0,0
2897,王道銀行,201512,2015,1999,0.65,9.52,0.0952,0.122031417,6.106624179,485986142,20.00169067,7125605,15.77920519,0.63,90.48,16,27.63,0.14,0,0
2897,王道銀行,201612,2016,1999,0.56,9.23,0.0923,0.043969687,14.83522061,496884750,20.02386867,7721971,15.8595802,0.68,90.77,17,27.66,0.24,0,0
2897,王道銀行,201712,2017,1999,0.41,8.54,0.0854,0.037749172,13.12346659,540572021,20.10813844,7914054,15.88415072,0.73,91.46,18,24.79,0.26,0,0
2897,王道銀行,201812,2018,1999,0.35,8.74,0.0874,0.015,29.16,561841574,20.14673047,7821913,15.87243971,0.6,91.26,19,25.19,0.22,0,0
2897,王道銀行,201912,2019,1999,0.36,9.06,0.0906,0.033040379,13.63785795,560700016,20.14469659,8311951,15.93320492,0.57,90.94,20,25.19,0.21,0,0
2897,王道銀行,202012,2020,1999,0.41,9.43,0.0943,0.025819889,19.53145501,575413630,20.1705997,8056491,15.90198866,0.53,90.57,21,14,0.38,0,1
2897,王道銀行,202112,2021,1999,0.56,9.59,0.0959,0.014142136,46.37913378,575080669,20.17002088,9314812,16.04711638,0.6,90.41,22,14,0.25,0,1
2897,王道銀行,202212,2022,1999,1.01,9.35,0.0935,0.223215143,4.943661016,577343132,20.17394733,12120819,16.31043511,0.61,90.65,23,14.13,0.32,0,1
2897,王道銀行,202312,2023,1999,0.57,9.34,0.0934,0.046457866,14.27960546,626749001,20.2560567,9543945,16.07141748,0.68,90.66,24,22.51,0.3,0,0
5818,僑銀,200612,2006,1961,-0.49,3.73,0.0373,0.184842275,-2.449115062,275445576,19.43390062,2574788,14.76127776,1.16,96.27,45,25.67,0.25,0,0
5820,日盛金,200612,2006,2002,-3.97,8.04,0.0804,1.585749034,-2.45284715,320402139,19.58508745,253468,12.44299286,1.05,91.96,4,8.45,0.09,0,0
5820,日盛金,200712,2007,2002,0.02,8.61,0.0861,1.690983442,0.062744553,297523402,19.51100344,13021134,16.38208429,0.79,91.39,5,34.49,0.09,1,0
5820,日盛金,200812,2008,2002,-1.35,8.17,0.0817,0.26751947,-4.740963345,264457010,19.39318926,8096215,15.90690723,0.3,91.83,6,34.49,0.08,1,0
5820,日盛金,200912,2009,2002,-2.26,11.15,0.1115,1.090699317,-1.969837119,229733570,19.2524308,7971845,15.89142652,0.89,88.85,7,56.6,0.03,1,0
5820,日盛金,201012,2010,2002,1.18,11.41,0.1141,0.100995049,12.81349935,248395053,19.33053099,9420587,16.05840796,1.13,88.59,8,56.6,0.03,0,0
5820,日盛金,201112,2011,2002,0.85,12.31,0.1231,0.077244202,12.59770936,248233266,19.32987945,8722260,15.98138894,0.69,87.69,9,56.42,0.03,0,0
5820,日盛金,201212,2012,2002,0.79,12.98,0.1298,0.068068593,13.51283994,247798714,19.32812734,6953758,15.75479279,0.7,87.02,10,56.42,0.03,0,0
5820,日盛金,201312,2013,2002,0.84,13.67,0.1367,0.073029674,13.37401555,246273163,19.3219519,7362912,15.81196606,0.8,86.33,11,59.54,0.04,0,0
5820,日盛金,201412,2014,2002,0.97,13.89,0.1389,0.081240384,13.64961543,258354022,19.36984138,8025932,15.89818836,0.75,86.11,12,59.54,0.05,0,0
5820,日盛金,201512,2015,2002,0.75,13.95,0.1395,0.023804761,37.36647404,268509166,19.40839561,7562598,15.83872534,0.65,86.05,13,59.54,0.05,0,0
5820,日盛金,201612,2016,2002,0.51,13.16,0.1316,0.038729833,16.56604077,285011594,19.46804042,7093977,15.77475667,0.65,86.84,14,59.54,0.04,0,0
5820,日盛金,201712,2017,2002,0.8,13.21,0.1321,0.06946222,13.41880523,295957224,19.50572549,8166690,15.91557424,0.76,86.79,15,59.54,0.04,0,0
5820,日盛金,201812,2018,2002,0.82,13.87,0.1387,0.066520673,14.41206094,318971258,19.58061156,8582626,15.96525049,0.71,86.13,16,59.57,0.22,0,0
5820,日盛金,201912,2019,2002,0.69,13.45,0.1345,0.072571804,11.36116177,339340286,19.64251396,8432197,15.94756791,0.79,86.55,17,59.58,0.38,0,0
5820,日盛金,202012,2020,2002,0.83,13.52,0.1352,0.094162979,10.25031289,358143761,19.69644503,9623620,16.07973105,0.98,86.48,18,59.58,0.31,0,1
5820,日盛金,202112,2021,2002,1.12,14.5,0.145,0.077674535,16.28590381,367427403,19.72203631,12256200,16.32154249,0.89,85.5,19,58.37,0.01,0,1
5854,合庫,200612,2006,1946,0.42,4.13,0.0413,0.091287093,5.053288316,2377499270,21.58931505,33562250,17.32891248,1.11,95.87,60,40.08,0.04,0,0
5854,合庫,200712,2007,1946,0.41,4.26,0.0426,0.023629078,19.15436554,2429482746,21.61094421,34978329,17.37023926,1.07,95.74,61,38.92,0.04,1,0
5854,合庫,200812,2008,1946,0.3,4.32,0.0432,0.040414519,8.491997674,2507014863,21.64235858,34877403,17.3673497,0.85,95.68,62,38.09,0.03,1,0
5854,合庫,200912,2009,1946,0.27,4.29,0.0429,0.022173558,14.11140253,2589350865,21.67467305,32989275,17.31169307,1,95.71,63,38.09,0.03,1,0
5854,合庫,201012,2010,1946,0.29,4.44,0.0444,0.008164966,40.9554685,2676682450,21.70784397,33050088,17.31353479,1.29,95.56,64,38.04,0.04,0,0
5854,合庫,201112,2011,1946,0.28,4.09,0.0409,0.02,16.045,2756158997,21.73710388,34736846,17.36331153,1.05,95.91,65,100,0,0,0
5863,瑞興銀,200812,2008,1917,0.2,9.92,0.0992,0.165806112,1.804517318,41293832,17.5362237,674039,13.42104325,0.39,90.08,91,14.35,0.24,1,0
5863,瑞興銀,200912,2009,1917,0.33,10.17,0.1017,0.080156098,5.385741227,40731708,17.52251741,662158,13.40325948,0.54,89.83,92,14.35,0.26,1,0
5863,瑞興銀,201012,2010,1917,1.04,10.12,0.1012,0.423438307,2.695079733,47096563,17.66771058,1128045,13.9359966,0.55,89.88,93,26.26,0.12,0,0
5863,瑞興銀,201112,2011,1917,0.32,8.77,0.0877,0.181934054,2.240921867,54409712,17.81205323,886529,13.69506912,0.53,91.23,94,26.26,0.1,0,0
5863,瑞興銀,201212,2012,1917,0.26,7.92,0.0792,0.039475731,8.592621135,59372138,17.89933562,719804,13.48673423,0.5,92.08,95,26.26,0.08,0,0
5863,瑞興銀,201312,2013,1917,0.27,6.98,0.0698,0.053541261,6.346507188,67912255,18.03372706,797622,13.58939008,0.61,93.02,96,26.26,0.07,0,0
5863,瑞興銀,201412,2014,1917,0.22,6.74,0.0674,0.025166115,11.42011798,76011300,18.14639257,881151,13.68898429,0.62,93.26,97,26.78,0.33,0,0
5863,瑞興銀,201512,2015,1917,0.24,6.58,0.0658,0.028284271,10.81166268,77985074,18.17202801,861876,13.66686669,0.55,93.42,98,28.46,0.29,0,0
5863,瑞興銀,201612,2016,1917,0.24,6.49,0.0649,0.026299556,11.59335144,79886513,18.1961176,948041,13.76215303,0.52,93.51,99,28.46,0.28,0,0
5863,瑞興銀,201712,2017,1917,0.23,6.05,0.0605,0.042720019,6.800090652,87168166,18.28334975,934664,13.74794239,0.56,93.95,100,28.47,0.28,0,0
5863,瑞興銀,201812,2018,1917,0.22,6.18,0.0618,0.012909944,21.82813414,86875076,18.27998174,917265,13.7291517,0.58,93.82,101,28.47,0.25,0,0
5863,瑞興銀,201912,2019,1917,0.23,6,0.06,0.016329932,17.75880064,92589496,18.34368626,1091396,13.90296817,0.64,94,102,28.47,0.24,0,0
5863,瑞興銀,202012,2020,1917,0.24,6.26,0.0626,0.017320508,17.47061915,89427252,18.30893603,1152341,13.95730608,0.57,93.74,103,28.47,0.22,0,1
5863,瑞興銀,202112,2021,1917,0.24,6.21,0.0621,0.024494897,12.33318085,92119124,18.33859312,1204544,14.00161163,0.57,93.79,104,28.47,0.22,0,1
5863,瑞興銀,202212,2022,1917,0.24,6.46,0.0646,0.021602469,14.10024012,88679177,18.30053566,1257953,14.04499635,0.56,93.54,105,28.47,0.22,0,1
5863,瑞興銀,202312,2023,1917,0.13,6.46,0.0646,0.012583057,15.4652398,89585257,18.31070132,1047323,13.86174794,0.8,93.54,106,28.47,0.13,0,0
5876,上海商銀,201412,2014,1954,0.94,9.42,0.0942,0.009574271,108.0186671,1542223626,21.15649112,29314030,17.1935768,1.3,90.58,60,4.12,2.28,0,0
5876,上海商銀,201512,2015,1954,0.96,9.59,0.0959,0.015,70.39333333,1624868880,21.20869296,31439024,17.26356048,1.08,90.41,61,4.24,1.98,0,0
5876,上海商銀,201612,2016,1954,0.92,9.9,0.099,0.02081666,48.95117662,1646949306,21.22219051,32455276,17.29537358,0.92,90.1,62,4.25,1.87,0,0
5876,上海商銀,201712,2017,1954,0.98,9.4,0.094,0.022173558,48.43607004,1733499797,21.27340821,34764450,17.36410587,1.12,90.6,63,4.25,1.56,0,0
5876,上海商銀,201812,2018,1954,1.01,9.41,0.0941,0.025,44.164,1892409757,21.36111686,37078374,17.42854445,1.26,90.59,64,22.99,1.45,0,0
5876,上海商銀,201912,2019,1954,0.99,9.84,0.0984,0.024494897,44.43374393,2075556734,21.45349526,40951272,17.52789343,1.52,90.16,65,23.05,1.43,0,0
5876,上海商銀,202012,2020,1954,0.85,9.7,0.097,0.018257419,51.8693262,2113741790,21.47172557,37831777,17.44865997,1.19,90.3,66,23.03,1.26,0,1
5876,上海商銀,202112,2021,1954,0.88,9.78,0.0978,0.014142136,69.14090106,2139632711,21.48390002,38172502,17.45762597,1.34,90.22,67,6.11,1.08,0,1
5876,上海商銀,202212,2022,1954,0.86,9.7,0.097,0.077620873,12.32915783,2325355025,21.56713856,44599322,17.61322922,1.26,90.3,68,8.84,1.16,0,1
5876,上海商銀,202312,2023,1954,0.73,10.05,0.1005,0.144539499,5.745834238,2423295740,21.60839433,49311201,17.71366181,1.24,89.95,69,8.62,0.99,0,0
5880,合庫金,201112,2011,2011,0.01,4.42,0.0442,0.219203102,0.247259274,2787765420,21.74850619,2934834,14.89216145,0.98,95.58,0,36.88,0.02,0,0
5880,合庫金,201212,2012,2011,0.26,4.84,0.0484,0.017320508,17.8054823,2986753871,21.81745297,35800689,17.3934777,0.94,95.16,1,31.8,0.03,0,0
5880,合庫金,201312,2013,2011,0.28,4.96,0.0496,0.009574271,34.42559724,3073076700,21.84594508,34854684,17.36669809,0.94,95.04,2,31.8,0.04,0,0
5880,合庫金,201412,2014,2011,0.34,5.15,0.0515,0.009574271,40.89084138,3082165206,21.84889818,35486473,17.38466214,0.95,94.85,3,31.81,0.02,0,0
5880,合庫金,201512,2015,2011,0.43,5.88,0.0588,0.012909944,37.86228519,3235095280,21.89732422,38322694,17.46155281,0.82,94.12,4,27.67,0.03,0,0
5880,合庫金,201612,2016,2011,0.43,5.94,0.0594,0.009574271,51.11616289,3341327085,21.9296339,42583733,17.56698288,0.86,94.06,5,27.67,0.03,0,0
5880,合庫金,201712,2017,2011,0.44,6.02,0.0602,0.025,20.008,3411539555,21.95042951,46628400,17.65772036,1.01,93.98,6,27.67,0.03,0,0
5880,合庫金,201812,2018,2011,0.46,6.06,0.0606,0.012909944,40.3255026,3508287588,21.97839389,46872679,17.66294553,1.07,93.94,7,27.67,0.02,0,0
5880,合庫金,201912,2019,2011,0.49,6.07,0.0607,0.008164966,67.44670007,3739488557,22.04221469,49096125,17.70929067,1.21,93.93,8,27.67,0.01,0,0
5880,合庫金,202012,2020,2011,0.43,5.73,0.0573,0.008164966,59.68181758,4147041390,22.145661,51765987,17.76224387,1.17,94.27,9,27.68,0.01,0,1
5880,合庫金,202112,2021,2011,0.49,5.48,0.0548,0.019148542,28.45125209,4433836855,22.21253115,54412693,17.81210801,1.47,94.52,10,27.68,0.02,0,1
5880,合庫金,202212,2022,2011,0.47,4.93,0.0493,0.017078251,30.40709447,4476167813,22.22203312,53182152,17.78923341,1.69,95.07,11,27.68,0.02,0,1
5880,合庫金,202312,2023,2011,0.39,5.12,0.0512,0.023804761,18.53410719,4803702956,22.29265291,61377038,17.93254635,1.64,94.88,12,27.68,0.02,0,0
